WORK,GRAD,EXP,PrevWork,INCENT,Ref,products,ticket,member,earning fm,depend,Department,RC,lang,PREVIND,NOIND,Performance
1,40.811456,1,2,8000,2,1,1000000,1,1,2,3,3,1,0,1,0
1,33.333333,3,2,5000,1,2,1000000,5,5,5,1,6,5,0,3,0
1,31.428571,6,3,2000,1,1,0,5,5,3,6,5,3,0,1,1
1,2,0,1,0,1,0,1200000,5,0,0,1,5,2,0,0,0
1,40.811456,3,2,5000,2,2,1000000,3,1,3,1,4,5,0,1,0
1,40.811456,7,2,15000,4,1,400000,3,1,3,3,5,1,0,1,1
1,40.811456,7,1,15000,2,2,2000000,5,1,5,2,4,3,0,1,0
1,40.811456,6,2,15000,3,2,2000000,3,3,1,2,0,1,0,3,1
0.5,33.333333,13,5,15000,1,1,1000000,3,0,3,4,3,2,0,5,0
1,40.811456,3,2,5000,6,2,1000000,5,1,4,2,1,4,1,1,0
1,40.811456,11,1,8000,4,1,2000000,5,1,5,3,2,1,0,1,1
1,40.811456,0,1,0,1,2,0,5,2,3,2,1,2,0,0,0
0.5,40.811456,6,1,15000,1,1,1000000,5,3,0,5,2,2,1,1,0
1,40.811456,4,2,5000,1,1,400000,3,2,2,4,4,2,0,3,0
1,36.871508,4,2,8000,4,2,1000000,1,2,2,4,5,4,0,1,0
1,36.871508,3,3,8000,1,1,125000,3,1,2,2,5,1,0,1,0
1,36.871508,2,1,15000,6,1,2000000,3,0,4,5,3,4,1,1,1
1,31.428571,1,1,15000,1,2,1000000,5,2,5,5,3,5,0,1,0
1,40.811456,5,2,5000,1,2,1000000,3,0,3,1,4,3,0,1,0
1,36.871508,5,2,15000,6,1,2000000,3,1,3,3,4,1,0,1,1
1,2,0,1,15000,1,0,25000,5,0,5,2,4,3,0,0,1
1,36.871508,5,1,15000,2,1,1000000,1,1,2,3,4,4,0,5,1
1,40.811456,2,1,0,1,2,1000000,3,1,2,3,5,4,0,1,0
1,40.811456,2,1,5000,1,0,1200000,5,0,0,3,2,2,0,0,1
1,36.871508,2,1,15000,1,1,2000000,3,3,0,2,5,2,0,1,0
1,40.811456,5,3,5000,1,1,2000000,3,0,3,1,5,2,0,1,0
1,40.811456,5,1,8000,4,2,400000,3,1,3,2,4,2,0,1,1
1,40.811456,4,1,15000,3,2,2000000,3,4,4,1,4,3,0,3,0
1,40.811456,1,1,5000,4,2,2000000,5,0,3,1,3,4,0,1,0
1,40.811456,4,2,2000,2,2,400000,3,2,2,1,2,7,0.25,1,0
1,40.811456,4,1,15000,1,0,1200000,5,0,2,2,5,1,0,3,1
1,36.871508,4,1,8000,4,1,400000,5,1,5,4,0,1,0,3,0
1,40.811456,1,2,8000,2,1,2000000,5,2,3,1,2,4,0,3,0
1,40.811456,0,1,15000,5,0,1200000,3,0,4,4,5,2,0,0,1
1,40.811456,9,2,8000,1,2,25000,3,2,2,3,0,3,0,1,0
1,40.811456,4,2,15000,1,1,125000,5,2,5,2,2,5,0,0,0
1,40.811456,5,2,2000,4,1,125000,3,1,2,3,2,1,0.25,3,1
1,40.811456,2,2,15000,3,1,125000,1,1,2,4,6,1,0,5,1
1,36.871508,5,1,8000,2,1,2000000,5,0,5,1,4,3,0,3,1
1,36.871508,9,2,0,4,1,125000,1,2,3,2,3,3,0,5,0
1,40.811456,3,2,5000,6,2,400000,3,0,2,2,2,4,0,1,0
1,40.811456,5,1,15000,4,2,2000000,3,1,4,4,6,4,0,1,1
1,2,0,1,15000,1,0,25000,3,0,2,2,2,2,0,0,1
1,40.811456,5,2,15000,6,2,2000000,3,1,2,3,4,2,0,5,1
1,36.871508,5,1,15000,2,2,2000000,3,1,3,2,5,2,0,3,1
